episodio,recompensa,passos,sucesso,epsilon
0,-6370.800000000024,300,0,1.0
1,-6094.400000000016,300,0,0.9997
2,-6693.500000000016,300,0,0.9994000900000001
3,-6848.800000000012,300,0,0.999100269973
4,-3821.000000000003,190,1,0.9988005398920082
5,-8994.500000000024,300,0,0.9985008997300406
6,-6102.500000000018,300,0,0.9982013494601216
7,-9022.10000000002,300,0,0.9979018890552837
8,-7664.300000000034,300,0,0.9976025184885671
9,-5963.500000000016,300,0,0.9973032377330205
10,-6801.000000000027,300,0,0.9970040467617006
11,-5743.900000000013,300,0,0.9967049455476722
12,-6118.300000000017,300,0,0.9964059340640079
13,-6019.300000000005,300,0,0.9961070122837887
14,-6558.30000000003,300,0,0.9958081801801036
15,-5676.10000000002,285,1,0.9955094377260496
16,-4451.600000000006,276,1,0.9952107848947318
17,-8691.900000000005,300,0,0.9949122216592634
18,-829.6999999999995,92,1,0.9946137479927657
19,-6094.200000000015,300,0,0.9943153638683679
20,-5761.200000000017,275,1,0.9940170692592074
21,-7443.100000000026,300,0,0.9937188641384297
22,-7357.3000000000175,300,0,0.9934207484791882
23,-5648.700000000011,300,0,0.9931227222546445
24,-6636.000000000015,300,0,0.9928247854379681
25,-7793.200000000028,300,0,0.9925269380023368
26,-7067.300000000019,300,0,0.9922291799209362
27,-6514.500000000011,300,0,0.9919315111669599
28,-5682.3000000000175,300,0,0.9916339317136098
29,-6006.100000000005,300,0,0.9913364415340957
30,-6675.200000000017,300,0,0.9910390406016355
31,-1376.5999999999954,135,1,0.990741728889455
32,-5674.500000000012,300,0,0.9904445063707882
33,-5224.4000000000015,300,0,0.990147373018877
34,-6377.600000000017,300,0,0.9898503288069713
35,-7103.000000000022,300,0,0.9895533737083293
36,-6495.30000000001,300,0,0.9892565076962169
37,-4844.500000000009,274,1,0.9889597307439081
38,-8169.500000000018,300,0,0.988663042824685
39,-2399.9999999999936,168,1,0.9883664439118376
40,-2133.2999999999956,146,1,0.988069933978664
41,-6727.500000000013,300,0,0.9877735129984705
42,-7832.40000000001,300,0,0.9874771809445709
43,-1841.5999999999958,131,1,0.9871809377902876
44,-5271.100000000022,288,1,0.9868847835089506
45,-6930.20000000001,300,0,0.9865887180738979
46,-5772.600000000011,300,0,0.9862927414584758
47,-3484.6999999999985,261,1,0.9859968536360383
48,-6637.600000000001,300,0,0.9857010545799475
49,-6090.4,283,1,0.9854053442635735
50,-6363.10000000001,300,0,0.9851097226602945
51,-7024.6000000000095,300,0,0.9848141897434964
52,-8715.900000000016,300,0,0.9845187454865735
53,-4097.600000000004,225,1,0.9842233898629276
54,-2890.69999999999,214,1,0.9839281228459688
55,-5934.600000000021,300,0,0.983632944409115
56,-5387.9000000000115,300,0,0.9833378545257923
57,-6169.300000000011,300,0,0.9830428531694345
58,-6056.800000000017,300,0,0.9827479403134837
59,-7015.200000000021,300,0,0.9824531159313896
60,-468.59999999999866,86,1,0.9821583799966103
61,-6291.500000000006,300,0,0.9818637324826113
62,-4952.299999999999,300,0,0.9815691733628665
63,-7401.100000000035,300,0,0.9812747026108577
64,-6569.20000000002,300,0,0.9809803202000744
65,-7565.30000000002,300,0,0.9806860261040145
66,-2745.199999999993,195,1,0.9803918202961833
67,-5666.90000000001,300,0,0.9800977027500946
68,-2214.2999999999975,109,1,0.9798036734392696
69,-8813.300000000016,300,0,0.9795097323372378
70,-4842.399999999999,300,0,0.9792158794175366
