episodio,recompensa,passos,sucesso,epsilon
9262,1023.3,8,1,0.06209952907675969
9263,985.1,10,1,0.06208089921803667
9264,983.3,8,1,0.06206227494827126
9265,1025.1,10,1,0.062043656265786784
9266,1026.9,12,1,0.06202504316890705
9267,1023.3,8,1,0.06200643565595638
9268,1023.3,8,1,0.061987833725259595
9269,1023.3,8,1,0.06196923737514202
9270,1023.3,8,1,0.06195064660392948
9271,973.3,9,1,0.0619320614099483
9272,1023.3,8,1,0.06191348179152532
9273,1023.3,8,1,0.06189490774698786
9274,1025.1,10,1,0.061876339274663766
9275,1023.3,8,1,0.06185777637288137
9276,1023.3,8,1,0.06183921903996951
9277,1023.3,8,1,0.06182066727425752
9278,1005.1,10,1,0.06180212107407525
9279,1003.3,8,1,0.061783580437753026
9280,1023.3,8,1,0.0617650453636217
9281,985.1,10,1,0.06174651585001262
9282,933.3,9,1,0.061727991895257614
9283,1023.3,8,1,0.06170947349768904
9284,1023.3,8,1,0.06169096065563973
9285,1023.3,8,1,0.06167245336744304
9286,1023.3,8,1,0.061653951631432814
9287,1023.3,8,1,0.061635455445943385
9288,1023.3,8,1,0.0616169648093096
9289,1023.3,8,1,0.06159847971986681
9290,1023.3,8,1,0.061580000175950854
9291,973.3,9,1,0.06156152617589807
9292,985.1,10,1,0.0615430577180453
9293,895.1,11,1,0.06152459480072989
9294,1026.9,12,1,0.06150613742228967
9295,1025.1,10,1,0.06148768558106298
9296,1023.3,8,1,0.061469239275388665
9297,1023.3,8,1,0.061450798503606054
9298,973.3,9,1,0.061432363264054976
9299,1023.3,8,1,0.06141393355507576
9300,1023.3,8,1,0.06139550937500924
9301,935.1,11,1,0.06137709072219674
9302,1006.9,12,1,0.061358677594980086
9303,1025.1,10,1,0.06134026999170159
9304,1028.7,14,1,0.061321867910704084
9305,1023.3,8,1,0.061303471350330874
9306,1023.3,8,1,0.06128508030892578
9307,1023.3,8,1,0.061266694784833105
9308,1023.3,8,1,0.06124831477639766
9309,1005.1,10,1,0.06122994028196474
9310,953.3,9,1,0.061211571299880155
9311,1026.9,12,1,0.06119320782849019
9312,925.1,12,1,0.06117484986614165
9313,976.9,13,1,0.06115649741118181
9314,1023.3,8,1,0.06113815046195845
9315,1023.3,8,1,0.06111980901681987
9316,1023.3,8,1,0.06110147307411482
9317,973.3,9,1,0.06108314263219259
9318,985.1,10,1,0.06106481768940293
9319,1003.3,8,1,0.06104649824409611
9320,1026.9,12,1,0.06102818429462288
9321,983.3,8,1,0.061009875839334496
9322,1026.9,12,1,0.060991572876582696
9323,1028.7,14,1,0.06097327540471972
9324,1028.7,14,1,0.06095498342209831
9325,1025.1,10,1,0.06093669692707168
9326,1028.7,14,1,0.06091841591799356
9327,1025.1,10,1,0.060900140393218165
9328,1023.3,8,1,0.0608818703511002
9329,1026.9,12,1,0.060863605789994876
9330,1026.9,12,1,0.06084534670825788
9331,953.3,9,1,0.0608270931042454
9332,1025.1,10,1,0.060808844976314134
